,Target.name
UBE2L6,UBE2L6
CLEC7A,CLEC7A
TRIB1,TRIB1
SBNO2,SBNO2
ZNF417,ZNF417
FLI1,FLI1
HOXB2,HOXB2
HLA-DRB5,HLA-DRB5
MAGI2-AS3,MAGI2-AS3
MGAT1,MGAT1
SPA17,SPA17
CTTNBP2,CTTNBP2
TSPAN9,TSPAN9
TENT4B,TENT4B
CEACAM21,CEACAM21
ELOA3,ELOA3
STK10,STK10
CD83,CD83
GRIK3,GRIK3
MYBL2,MYBL2
HLA-DQB2,HLA-DQB2
STK16,STK16
GPR137B,GPR137B
KCNMB3,KCNMB3
PKN2,PKN2
SOWAHC,SOWAHC
MLYCD,MLYCD
PLSCR1,PLSCR1
AOC3,AOC3
MITF,MITF
OSMR,OSMR
INPP5D,INPP5D
ATP5PO,ATP5PO
PLOD1,PLOD1
EXTL2,EXTL2
ABCA1,ABCA1
HK1,HK1
YWHAQ,YWHAQ
BRD3,BRD3
CEACAM16,CEACAM16
TRIM24,TRIM24
PJA1,PJA1
ENG,ENG
NUP42,NUP42
DUSP1,DUSP1
DROSHA,DROSHA
CNOT4,CNOT4
STK19,STK19
ADORA3,ADORA3
TSSK4,TSSK4
CLTB,CLTB
TRIT1,TRIT1
DCUN1D4,DCUN1D4
MYRF,MYRF
HAPLN1,HAPLN1
EGLN2,EGLN2
HDAC7,HDAC7
CTH,CTH
GHRHR,GHRHR
SIGLEC8,SIGLEC8
FFAR1,FFAR1
ZNF415,ZNF415
TMED7,TMED7
EPRS1,EPRS1
STIL,STIL
MTX1,MTX1
WNK2,WNK2
MAGI1,MAGI1
BAX,BAX
RIPK3,RIPK3
KCNK10,KCNK10
USP7,USP7
NASP,NASP
ZNF473,ZNF473
YKT6,YKT6
BCL2L13,BCL2L13
CYP3A5,CYP3A5
ZNF433,ZNF433
ETV7,ETV7
TXNDC12,TXNDC12
TSPAN13,TSPAN13
TGFBR3,TGFBR3
ACY3,ACY3
SOCS1,SOCS1
CREBL2,CREBL2
VGF,VGF
F13A1,F13A1
GLYAT,GLYAT
IVD,IVD
LHX2,LHX2
FRMD6,FRMD6
AKR7A2,AKR7A2
PLA2G12B,PLA2G12B
KLK6,KLK6
PTAFR,PTAFR
RNF25,RNF25
ABCC9,ABCC9
GSR,GSR
AGT,AGT
GPX7,GPX7
TIRAP,TIRAP
LASP1,LASP1
CCM2L,CCM2L
TXN,TXN
LIN28B,LIN28B
PPP2R2D,PPP2R2D
SAA2,SAA2
STK4,STK4
SLC12A3,SLC12A3
BEND5,BEND5
TRIM54,TRIM54
ALDH3A1,ALDH3A1
POLR3C,POLR3C
IL25,IL25
HMGB2,HMGB2
ATR,ATR
FCN1,FCN1
RNASEL,RNASEL
WDHD1,WDHD1
COPS2,COPS2
CARD11,CARD11
UBA3,UBA3
TCF3,TCF3
ICMT,ICMT
DHODH,DHODH
FASTKD3,FASTKD3
LMTK2,LMTK2
TFCP2,TFCP2
FASTKD2,FASTKD2
METTL4,METTL4
NUDT1,NUDT1
ATP5F1C,ATP5F1C
GLRA3,GLRA3
MYNN,MYNN
ALG2,ALG2
MKNK1,MKNK1
ALX1,ALX1
RNF20,RNF20
E2F8,E2F8
GTF2H2,GTF2H2
TPR,TPR
ASIC2,ASIC2
CRELD2,CRELD2
CST3,CST3
CHD5,CHD5
ARSI,ARSI
THUMPD3-AS1,THUMPD3-AS1
EIF2S1,EIF2S1
PKNOX1,PKNOX1
CHMP2A,CHMP2A
TMEM119,TMEM119
GNAI1,GNAI1
MOK,MOK
ZMPSTE24,ZMPSTE24
PTPRM,PTPRM
FAAH2,FAAH2
SCYL1,SCYL1
SRSF4,SRSF4
SOSTDC1,SOSTDC1
TOP2A,TOP2A
STK39,STK39
NR1I3,NR1I3
MBTPS1,MBTPS1
CASC3,CASC3
GNG7,GNG7
RALGDS,RALGDS
CELA2B,CELA2B
MRPL43,MRPL43
LCT,LCT
CNOT7,CNOT7
ZNF557,ZNF557
PARP4,PARP4
MLLT3,MLLT3
MAEL,MAEL
HSD17B2,HSD17B2
ATRIP,ATRIP
RNF146,RNF146
NDUFA8,NDUFA8
PTK6,PTK6
C4B,C4B
AGTR1,AGTR1
CHD1,CHD1
CXCL9,CXCL9
ESRG,ESRG
TRA2B,TRA2B
STAB1,STAB1
RARG,RARG
FAIM,FAIM
ZNF524,ZNF524
LRCH1,LRCH1
BLVRB,BLVRB
KIAA0753,KIAA0753
BBOX1,BBOX1
NCAPD2,NCAPD2
TEC,TEC
GTF3C2,GTF3C2
RRP8,RRP8
PLK2,PLK2
TOX4,TOX4
FAM49A,FAM49A
GRK7,GRK7
MLXIP,MLXIP
CEPT1,CEPT1
ARL3,ARL3
CD93,CD93
ZNF555,ZNF555
STAP1,STAP1
GJA8,GJA8
USP19,USP19
PRKCB,PRKCB
SLC39A8,SLC39A8
GIT1,GIT1
PIP4K2A,PIP4K2A
LITAF,LITAF
IL1RAP,IL1RAP
TBC1D3,TBC1D3
CD6,CD6
UBE4A,UBE4A
DARS2,DARS2
YAF2,YAF2
LTB4R,LTB4R
TBL1XR1,TBL1XR1
SLAMF6,SLAMF6
PHF1,PHF1
SH3GL2,SH3GL2
PSMA3-AS1,PSMA3-AS1
CD36,CD36
CHRNB2,CHRNB2
MS4A6A,MS4A6A
MECOM,MECOM
TCTA,TCTA
TYR,TYR
ACY1,ACY1
CEBPA,CEBPA
JAK2,JAK2
NACA2,NACA2
EFHC1,EFHC1
PPP4C,PPP4C
CERS6,CERS6
TRHR,TRHR
LRRC15,LRRC15
ACMSD,ACMSD
SLC16A5,SLC16A5
DGKA,DGKA
NQO2,NQO2
RAB21,RAB21
HDAC2,HDAC2
PHKG1,PHKG1
TPRKB,TPRKB
FBN1,FBN1
ZNF281,ZNF281
RPS27A,RPS27A
EIF2B5,EIF2B5
ZNF436,ZNF436
CRYZ,CRYZ
GRIK2,GRIK2
TMSB4X,TMSB4X
SRC,SRC
VANGL2,VANGL2
AAMP,AAMP
CAMKK2,CAMKK2
RNF212,RNF212
GNRHR2,GNRHR2
GPX4,GPX4
AMBP,AMBP
MAPK6,MAPK6
MBOAT7,MBOAT7
KDM1A,KDM1A
MAP2K2,MAP2K2
GBP2,GBP2
GSTA4,GSTA4
BAG6,BAG6
GOLIM4,GOLIM4
SAFB,SAFB
GSTA2,GSTA2
CHRNA7,CHRNA7
TM9SF2,TM9SF2
PTPRO,PTPRO
DNAJB1,DNAJB1
MPEG1,MPEG1
TPSAB1,TPSAB1
AQP2,AQP2
DCTD,DCTD
DSG2,DSG2
GJA1,GJA1
GPR157,GPR157
RSBN1L,RSBN1L
EZH2,EZH2
PPARGC1B,PPARGC1B
SMAD4,SMAD4
MTCH2,MTCH2
FOXO3,FOXO3
ZNF483,ZNF483
CTSC,CTSC
H2AC11,H2AC11
AQP1,AQP1
TCERG1,TCERG1
PADI1,PADI1
PIN1,PIN1
REEP5,REEP5
POGZ,POGZ
FBXO22,FBXO22
SCUBE1,SCUBE1
NUAK2,NUAK2
TRIM13,TRIM13
SERPIND1,SERPIND1
KLF9,KLF9
THRAP3,THRAP3
NVL,NVL
ZNF92,ZNF92
ANKRD11,ANKRD11
PDCD2,PDCD2
ARIH2,ARIH2
NPR2,NPR2
FHAD1,FHAD1
PLS3,PLS3
PANK3,PANK3
SIRT1,SIRT1
GABPB2,GABPB2
F9,F9
ITGB4,ITGB4
PRKCA,PRKCA
PPP1CC,PPP1CC
ZBTB26,ZBTB26
KRT7,KRT7
VSTM2B,VSTM2B
TICAM2,TICAM2
VN1R2,VN1R2
TMEM52B,TMEM52B
SLC1A1,SLC1A1
MOG,MOG
PLK3,PLK3
ADCY9,ADCY9
ZFP91,ZFP91
DGUOK,DGUOK
DKK1,DKK1
ACACB,ACACB
HEBP1,HEBP1
UBQLN4,UBQLN4
PYGO1,PYGO1
CD276,CD276
GNAI2,GNAI2
DUSP9,DUSP9
TTC24,TTC24
CEBPB,CEBPB
GPRC5A,GPRC5A
DYRK4,DYRK4
MRC2,MRC2
XCL1,XCL1
PAFAH1B3,PAFAH1B3
USP1,USP1
PYGL,PYGL
CRADD,CRADD
IARS2,IARS2
PUS7L,PUS7L
CDK16,CDK16
IL12RB2,IL12RB2
CCL20,CCL20
NFAT5,NFAT5
GREB1,GREB1
PAN3,PAN3
DNAJC17,DNAJC17
TRAT1,TRAT1
ASGR1,ASGR1
KAT2A,KAT2A
CSRP1,CSRP1
ITPR1,ITPR1
KCNC3,KCNC3
CLK1,CLK1
SEC24D,SEC24D
TLR5,TLR5
ARHGEF5,ARHGEF5
GLIS3,GLIS3
SLC7A5,SLC7A5
TACR3,TACR3
INSIG1,INSIG1
COG7,COG7
PDXDC1,PDXDC1
CD207,CD207
RNF2,RNF2
RPS7,RPS7
OR52N4,OR52N4
NUDT6,NUDT6
GPR18,GPR18
PDHA1,PDHA1
DFFA,DFFA
ANKRD44,ANKRD44
SCAND1,SCAND1
MBNL2,MBNL2
HKDC1,HKDC1
KCNK15,KCNK15
FOXP4,FOXP4
TRPM8,TRPM8
H2BC11,H2BC11
HSD17B7,HSD17B7
OFD1,OFD1
SYNE1,SYNE1
USP16,USP16
MIB1,MIB1
FURIN,FURIN
XCR1,XCR1
CHUK,CHUK
IL4,IL4
PIGU,PIGU
NOS1,NOS1
KCNH2,KCNH2
CACNG1,CACNG1
TXNL4B,TXNL4B
TMEM255A,TMEM255A
GPR25,GPR25
SERPINB3,SERPINB3
SPINK1,SPINK1
SKAP2,SKAP2
ATP6V0C,ATP6V0C
ZNF569,ZNF569
XPC,XPC
LGMN,LGMN
SP2,SP2
CD160,CD160
FN1,FN1
RABGEF1,RABGEF1
HECW2,HECW2
SLC12A9,SLC12A9
IGFBP3,IGFBP3
KALRN,KALRN
GYPC,GYPC
DEK,DEK
MTX2,MTX2
RSPH9,RSPH9
C1QBP,C1QBP
HIVEP3,HIVEP3
RNASEH2C,RNASEH2C
PDE5A,PDE5A
MXD3,MXD3
FOXO4,FOXO4
SHC1,SHC1
TNFRSF9,TNFRSF9
MEP1B,MEP1B
NEO1,NEO1
ZNF80,ZNF80
PRLHR,PRLHR
ANP32E,ANP32E
PAX5,PAX5
ATP1B4,ATP1B4
GCSAM,GCSAM
CSNK1A1L,CSNK1A1L
EFL1,EFL1
MIR34A,MIR34A
UBE3B,UBE3B
ABCG8,ABCG8
ART4,ART4
ERO1A,ERO1A
IGF2BP3,IGF2BP3
PTP4A1,PTP4A1
RFX3,RFX3
BCHE,BCHE
GPC1,GPC1
GSN,GSN
ZNF626,ZNF626
HSD17B10,HSD17B10
ADH6,ADH6
NECTIN1,NECTIN1
GRAMD2A,GRAMD2A
LNPEP,LNPEP
NEK9,NEK9
CD40,CD40
DSCAM,DSCAM
NRIP1,NRIP1
HLA-DOB,HLA-DOB
ZNF646,ZNF646
IGHMBP2,IGHMBP2
HSF5,HSF5
CYP11B1,CYP11B1
MAG,MAG
IMP4,IMP4
PRMT7,PRMT7
S100A6,S100A6
EFNA3,EFNA3
CXCL13,CXCL13
TCF7L1,TCF7L1
FZD2,FZD2
PLA1A,PLA1A
GPX3,GPX3
CLEC12B,CLEC12B
DCLK2,DCLK2
HEXB,HEXB
ANKRD50,ANKRD50
FIBP,FIBP
LPIN2,LPIN2
HMBOX1,HMBOX1
CD300LG,CD300LG
ZFX,ZFX
RCBTB2,RCBTB2
TEK,TEK
PTGFR,PTGFR
IKZF3,IKZF3
RNF144A-AS1,RNF144A-AS1
PLA2G15,PLA2G15
SPTAN1,SPTAN1
CD209,CD209
TRIM50,TRIM50
NDUFAB1,NDUFAB1
ZNF689,ZNF689
ZNF26,ZNF26
GUCY2F,GUCY2F
UQCRFS1,UQCRFS1
TMF1,TMF1
SMAD9,SMAD9
ZSCAN32,ZSCAN32
HDAC3,HDAC3
ZFPM2,ZFPM2
SOCS4,SOCS4
ALPG,ALPG
GPR78,GPR78
SLC36A2,SLC36A2
SLX4,SLX4
MYO10,MYO10
PUM2,PUM2
GPR171,GPR171
SPTLC3,SPTLC3
EREG,EREG
BRF2,BRF2
IL6ST,IL6ST
ZNF805,ZNF805
NFKBIB,NFKBIB
ZNF510,ZNF510
IRF4,IRF4
FES,FES
BLZF1,BLZF1
MARK3,MARK3
HAL,HAL
SMARCAD1,SMARCAD1
RFX2,RFX2
EGLN3,EGLN3
LINC01399,LINC01399
CCDC71,CCDC71
IL21R,IL21R
C11orf21,C11orf21
GABRB2,GABRB2
PTGR1,PTGR1
MAP3K8,MAP3K8
CSK,CSK
ENAM,ENAM
TRPV5,TRPV5
PNRC2,PNRC2
GSPT1,GSPT1
MKNK2,MKNK2
PRPS1,PRPS1
GABRG1,GABRG1
TNK2,TNK2
CLDN2,CLDN2
SNHG10,SNHG10
HCAR2,HCAR2
PIGK,PIGK
CD53,CD53
PRKG1,PRKG1
LGALS8-AS1,LGALS8-AS1
SNRK,SNRK
GPR35,GPR35
MUC1,MUC1
IRGM,IRGM
ZNF707,ZNF707
LIG3,LIG3
PDGFRL,PDGFRL
ERI1,ERI1
DHFR,DHFR
CDK9,CDK9
SLC15A2,SLC15A2
GPR84,GPR84
KCNQ1,KCNQ1
PHKA1,PHKA1
SYT1,SYT1
FOXN3,FOXN3
FABP6,FABP6
GRIK5,GRIK5
DNAJC16,DNAJC16
PRDM5,PRDM5
WDR37,WDR37
NUAK1,NUAK1
SLC25A32,SLC25A32
ADCK5,ADCK5
CD82,CD82
SLCO4A1,SLCO4A1
PABPC1,PABPC1
ID1,ID1
KCNK3,KCNK3
SLC38A1,SLC38A1
SVEP1,SVEP1
SOX11,SOX11
CHST12,CHST12
CATSPER4,CATSPER4
DCST2,DCST2
ISG20,ISG20
PAF1,PAF1
MCF2L2,MCF2L2
ICOSLG,ICOSLG
CXCR4,CXCR4
SPG7,SPG7
MAPK7,MAPK7
CHST2,CHST2
XPR1,XPR1
SLC5A6,SLC5A6
IDI1,IDI1
SERPINB4,SERPINB4
ZNF329,ZNF329
NDUFB1,NDUFB1
USB1,USB1
MMP13,MMP13
NME4,NME4
POLR3H,POLR3H
LINC01589,LINC01589
MYD88,MYD88
SLC16A1,SLC16A1
FASLG,FASLG
BEST1,BEST1
SPECC1L,SPECC1L
RTP4,RTP4
PARL,PARL
FSD1,FSD1
DDX49,DDX49
LTK,LTK
MSL3,MSL3
ANXA5,ANXA5
MLKL,MLKL
PDCD1,PDCD1
SH3BGRL2,SH3BGRL2
UFD1,UFD1
TEAD1,TEAD1
LIPE-AS1,LIPE-AS1
NFAM1,NFAM1
DRD3,DRD3
LSM2,LSM2
WDR12,WDR12
KCNMB2,KCNMB2
PKD2,PKD2
SCARB2,SCARB2
B3GAT1,B3GAT1
GNG4,GNG4
ERCC1,ERCC1
RAMP3,RAMP3
HMGN3,HMGN3
NLRP3,NLRP3
FRK,FRK
MED23,MED23
ZNF717,ZNF717
FAM89A,FAM89A
PITPNC1,PITPNC1
MED28,MED28
SERTAD3,SERTAD3
ZSCAN1,ZSCAN1
TAOK3,TAOK3
CELSR3,CELSR3
FDFT1,FDFT1
SOX17,SOX17
DUSP22,DUSP22
IFNG,IFNG
GNB1L,GNB1L
CD99,CD99
PNPO,PNPO
NR1H2,NR1H2
KIAA1109,KIAA1109
AKAP17A,AKAP17A
P2RY1,P2RY1
RAF1,RAF1
MYCBP2,MYCBP2
SBDS,SBDS
ZNF655,ZNF655
MAPKAP1,MAPKAP1
CAND2,CAND2
HAMP,HAMP
ABAT,ABAT
MON1A,MON1A
UHRF1BP1,UHRF1BP1
SHPK,SHPK
AURKAIP1,AURKAIP1
IL7R,IL7R
PHLPP1,PHLPP1
ARPC4,ARPC4
NDUFS6,NDUFS6
ELL2,ELL2
CDC25A,CDC25A
GCM1,GCM1
CACNA1A,CACNA1A
DPP8,DPP8
MVK,MVK
TCEA1,TCEA1
SLC25A3,SLC25A3
NDUFA4L2,NDUFA4L2
TADA2B,TADA2B
GP5,GP5
HPS6,HPS6
MS4A18,MS4A18
ATP9B,ATP9B
FZD9,FZD9
PBX2,PBX2
PRKACG,PRKACG
SLC1A7,SLC1A7
ZNF529,ZNF529
PPT1,PPT1
RPS9,RPS9
P2RY2,P2RY2
PLXNB2,PLXNB2
CCNH,CCNH
GSTK1,GSTK1
CYP19A1,CYP19A1
GAS2L3,GAS2L3
FCER1G,FCER1G
CTSL,CTSL
ZFP69B,ZFP69B
DAZL,DAZL
SLC47A1,SLC47A1
STX1B,STX1B
RAB7A,RAB7A
NCOR2,NCOR2
FCGR2B,FCGR2B
SPTLC1,SPTLC1
SARM1,SARM1
SLAMF8,SLAMF8
TP53RK,TP53RK
KCNJ4,KCNJ4
GMFG,GMFG
PADI6,PADI6
AHI1,AHI1
KMT5A,KMT5A
RIPK2,RIPK2
ARC,ARC
FGFR4,FGFR4
GYS1,GYS1
RBKS,RBKS
FASN,FASN
TRPC7,TRPC7
IL13,IL13
RPP38,RPP38
NOCT,NOCT
GCLC,GCLC
RPS6KB2,RPS6KB2
LIN28A,LIN28A
LINC00667,LINC00667
ZAP70,ZAP70
PDCD6,PDCD6
UNC93B4,UNC93B4
HOXC4,HOXC4
C8A,C8A
BTNL9,BTNL9
CCDC85B,CCDC85B
SPATA13,SPATA13
KBTBD2,KBTBD2
SPAAR,SPAAR
ETS2,ETS2
LDHAL6B,LDHAL6B
MLST8,MLST8
OGFOD1,OGFOD1
KCNE4,KCNE4
CD1D,CD1D
TRPA1,TRPA1
PRKCE,PRKCE
TRIM17,TRIM17
CS,CS
DDX51,DDX51
NRAS,NRAS
SREK1,SREK1
STIMATE,STIMATE
FPGS,FPGS
NOD1,NOD1
PBXIP1,PBXIP1
CKMT1A,CKMT1A
DPP4,DPP4
CD248,CD248
ST3GAL5,ST3GAL5
TTTY14,TTTY14
SLC22A11,SLC22A11
OBI1,OBI1
RFXANK,RFXANK
ADNP2,ADNP2
UNC45B,UNC45B
SLC25A2,SLC25A2
PNP,PNP
FBRS,FBRS
FFAR3,FFAR3
GMEB2,GMEB2
MKKS,MKKS
CALHM6,CALHM6
EIF4EBP2,EIF4EBP2
TIGD7,TIGD7
TGIF1,TGIF1
RGCC,RGCC
LGALS9,LGALS9
SETD1A,SETD1A
APOE,APOE
DBI,DBI
FUT2,FUT2
NFKB2,NFKB2
KLHL1,KLHL1
CRABP1,CRABP1
KCNA5,KCNA5
FCRL4,FCRL4
CXCL3,CXCL3
SLC7A8,SLC7A8
ULK2,ULK2
ATP6V1C1,ATP6V1C1
TRIM26,TRIM26
TMEM109,TMEM109
SNRPA1,SNRPA1
ATF3,ATF3
HLTF,HLTF
KNSTRN,KNSTRN
ZNF790-AS1,ZNF790-AS1
ORMDL1,ORMDL1
S100Z,S100Z
DDIT3,DDIT3
LAGE3,LAGE3
ADRA1B,ADRA1B
JAKMIP2-AS1,JAKMIP2-AS1
USP4,USP4
USP2,USP2
PAX8-AS1,PAX8-AS1
ATPSCKMT,ATPSCKMT
GPR151,GPR151
FPR2,FPR2
AJUBA,AJUBA
SLC22A2,SLC22A2
FOXD4L6,FOXD4L6
DNAJC5B,DNAJC5B
NLRC4,NLRC4
GMPPB,GMPPB
TUBA1A,TUBA1A
RPL37,RPL37
PSG3,PSG3
CALCOCO2,CALCOCO2
TIE1,TIE1
KCNC4,KCNC4
LAMB1,LAMB1
RIOX2,RIOX2
P2RX3,P2RX3
KANK1,KANK1
DCLK3,DCLK3
LAG3,LAG3
VAT1,VAT1
NKRF,NKRF
SQSTM1,SQSTM1
TYMS,TYMS
AREG,AREG
ADAMTSL3,ADAMTSL3
NID1,NID1
KLF10,KLF10
PFKP,PFKP
KLHDC1,KLHDC1
FOLR1,FOLR1
UCN,UCN
DMRT1,DMRT1
TNFRSF17,TNFRSF17
GIMAP4,GIMAP4
RUSC1,RUSC1
KCNE3,KCNE3
HOXC10,HOXC10
INPP4A,INPP4A
RBM26,RBM26
HK2,HK2
BTBD2,BTBD2
ITGB2,ITGB2
USP39,USP39
SNU13,SNU13
SUFU,SUFU
NR4A2,NR4A2
JADE2,JADE2
CHMP6,CHMP6
PTS,PTS
GADD45B,GADD45B
CAND1,CAND1
ALOX15B,ALOX15B
DCLRE1C,DCLRE1C
GJB5,GJB5
KAT6B,KAT6B
EYA1,EYA1
CAMK4,CAMK4
MBNL3,MBNL3
MGRN1,MGRN1
EPHA7,EPHA7
TOMM70,TOMM70
MMP1,MMP1
SYNGR3,SYNGR3
PPP1R16B,PPP1R16B
ZNF792,ZNF792
TLK2,TLK2
H2AZ2,H2AZ2
C2,C2
ARID5B,ARID5B
NLRP1,NLRP1
ADCK1,ADCK1
SERPINA6,SERPINA6
MECP2,MECP2
CILP2,CILP2
ZNF570,ZNF570
KRT25,KRT25
ITGAL,ITGAL
LIG4,LIG4
GLUL,GLUL
SCN4A,SCN4A
S100A2,S100A2
RASA1,RASA1
TIMP4,TIMP4
ADGRG1,ADGRG1
TSHR,TSHR
CNTN4,CNTN4
EPHA4,EPHA4
TOMM22,TOMM22
LHX4,LHX4
CYP27B1,CYP27B1
UBOX5,UBOX5
UHRF1,UHRF1
VAV1,VAV1
SLIRP,SLIRP
KCNH7,KCNH7
LPAR5,LPAR5
MIF-AS1,MIF-AS1
BST2,BST2
CXCL12,CXCL12
RNASEH2A,RNASEH2A
CDC42BPB,CDC42BPB
TBC1D7,TBC1D7
PMAIP1,PMAIP1
E2F6,E2F6
HERPUD2,HERPUD2
SUCLG2,SUCLG2
IL16,IL16
LGALS8,LGALS8
MDH2,MDH2
DMPK,DMPK
ZNF581,ZNF581
PTGS1,PTGS1
HBP1,HBP1
RETREG3,RETREG3
HSF2,HSF2
CCR6,CCR6
SPHK1,SPHK1
ZNF607,ZNF607
BCAN,BCAN
ADRB3,ADRB3
NUDT5,NUDT5
CCDC50,CCDC50
TFF1,TFF1
ZNF224,ZNF224
GJB7,GJB7
TIGD6,TIGD6
ESRRA,ESRRA
CD101,CD101
SDHA,SDHA
MTNR1A,MTNR1A
ALAD,ALAD
ANKRD22,ANKRD22
INPP5F,INPP5F
EHD1,EHD1
RNASET2,RNASET2
ARX,ARX
CA9,CA9
CTNNAL1,CTNNAL1
EXOSC4,EXOSC4
GRB2,GRB2
CSF2RB,CSF2RB
INSC,INSC
SCARA5,SCARA5
GABRA5,GABRA5
RRAGB,RRAGB
PNKP,PNKP
PDE6C,PDE6C
XPNPEP1,XPNPEP1
CYP2S1,CYP2S1
TXNRD3,TXNRD3
MSI2,MSI2
COX6C,COX6C
BBS9,BBS9
HTRA4,HTRA4
LPXN,LPXN
MAP2K4,MAP2K4
FASTKD5,FASTKD5
RGS9BP,RGS9BP
ATG16L2,ATG16L2
SCN1B,SCN1B
GBP5,GBP5
MAGI3,MAGI3
LTB,LTB
CBR3-AS1,CBR3-AS1
LINC01426,LINC01426
EIF1B,EIF1B
POLR3F,POLR3F
STC2,STC2
MMP26,MMP26
IFNA7,IFNA7
IFNA5,IFNA5
S1PR3,S1PR3
INPP4B,INPP4B
CHRNE,CHRNE
FAT1,FAT1
SLCO1C1,SLCO1C1
C13orf42,C13orf42
SLC16A3,SLC16A3
F2,F2
LRRIQ3,LRRIQ3
NEK6,NEK6
STK38,STK38
IER3,IER3
MARCO,MARCO
LRRK2,LRRK2
ASF1A,ASF1A
ASCL5,ASCL5
EFNA4,EFNA4
SCNN1A,SCNN1A
MSX2,MSX2
CELA2A,CELA2A
VKORC1,VKORC1
FCGR2A,FCGR2A
ARFGEF1,ARFGEF1
INSM2,INSM2
PAK4,PAK4
ZNF202,ZNF202
RNF24,RNF24
SOAT1,SOAT1
FAAP24,FAAP24
ABI3,ABI3
MAPK11,MAPK11
NSD2,NSD2
ZNF501,ZNF501
CACNB3,CACNB3
KCTD12,KCTD12
BRD7,BRD7
ZNF239,ZNF239
ATF7,ATF7
USP14,USP14
TMEM67,TMEM67
CFAP20,CFAP20
RBCK1,RBCK1
LARP4B,LARP4B
CACNA1B,CACNA1B
ANKRD55,ANKRD55
NCAPH,NCAPH
REG1A,REG1A
RSAD2,RSAD2
DGAT2,DGAT2
PUS7,PUS7
POLQ,POLQ
ACSL4,ACSL4
MAST3,MAST3
DGKH,DGKH
DNAJB6,DNAJB6
MTAP,MTAP
GIMAP8,GIMAP8
ME1,ME1
TRPV6,TRPV6
ZNF831,ZNF831
ZPBP,ZPBP
RFC2,RFC2
LIMA1,LIMA1
ZNF20,ZNF20
PIP4K2C,PIP4K2C
SLC16A14,SLC16A14
PPIB,PPIB
SPRED2,SPRED2
NHLH2,NHLH2
AGO1,AGO1
TAB3,TAB3
SULT1A1,SULT1A1
NR2E1,NR2E1
PCGF1,PCGF1
RNF144B,RNF144B
DSCAML1,DSCAML1
SP6,SP6
PRSS16,PRSS16
CA6,CA6
PSG2,PSG2
P4HTM,P4HTM
SULT1E1,SULT1E1
ABCF2,ABCF2
FIS1,FIS1
PNLDC1,PNLDC1
SIRPA,SIRPA
TNFAIP8L2,TNFAIP8L2
ADGRE2,ADGRE2
SERPINF2,SERPINF2
ZBED4,ZBED4
RASGRP3,RASGRP3
ZNF354A,ZNF354A
TRAM2,TRAM2
BCL6,BCL6
SLC2A5,SLC2A5
RAG2,RAG2
